"childage","childsex","T1_childSC","T1_Minv","T1_Finv","T1_MWFC","T1_FWFC","T2_Minv","T2_Finv","T2_MWFC","T2_FWFC","T3_ChildSC","T3_Minv","T3_Finv","T3_MWFC","T3_FWFC"
42.9554295756929,0.832439769948925,1.79399030069309,2.56025243320902,3.21340625896231,2.01688116654917,1.30721470116019,2.81951370412174,3.26874643170816,1.62585311830685,1.69122530834947,2.27702984293356,3.04988551247958,2.8259141830838,1.76682773237849,1.71011099345998
34.4316157433963,0.0828267557561805,0.565375805108412,1.89543175490349,2.89893022284473,3.08355743280206,4.02289856798176,2.32948371511169,2.91768990781285,2.60995027622331,2.40007719833049,2.5519672998397,1.79344622425489,2.83033172990282,3.86963090302404,3.08055946149757
45.8793778587637,0.704795786399777,0.765635340364132,3.32619847010864,2.27464184559717,2.78914647461609,3.76906015594745,3.43209660286333,2.65537813398604,1.84280047629203,3.31943242358438,1.64857736560688,3.07794275238916,3.26892813492816,2.58946556598198,3.65596337569753
43.1374699026017,0.487389390886189,1.35025545136774,2.72607407523245,2.64354475842838,2.89969229812454,2.84990342290071,2.31777314611707,2.78012774713473,2.7159630961686,3.2222724404488,1.06241759760142,2.28378529798814,2.45854409470244,2.59269345731324,2.26005857785961
46.3419751321695,-0.147493136378616,0.760576390507701,1.94544455556906,2.26563774435817,2.99824498184637,3.01225214602089,2.20553815438562,2.45000463448839,2.99400535833164,3.2627765966475,1.3850388344281,2.12159548987193,2.38010714483956,2.80813254821805,2.66756913315431
52.1946422595567,0.307115848882389,1.65666466635926,1.75897193005146,2.5781853819377,2.87116684406037,1.8857299827017,2.02154702171569,2.55397392950631,0.967488016988016,1.99508872375474,1.40945914294931,2.00205624329553,2.82660874287972,1.84469325316284,1.21960355485234
50.2831904294364,-0.253556940456307,1.6401864668917,2.44973621815592,2.98731621410405,2.93666517292377,2.68431992381891,2.17416036737135,2.82134259932062,2.51335271076466,3.37422601415988,0.903588657159384,2.80827825896907,2.31761608723678,2.85844569512787,3.22646733487601
46.5647722666455,-0.383182759854863,1.15119630981217,3.40561827904411,2.23227665983596,0.851740652710155,1.887383380555,3.77444205843827,2.99192893587193,0.909575433357324,1.35833355971009,1.76768422787188,3.06579727867387,2.51986691517699,0.850121231049358,1.72898981911604
57.4230174323119,0.838617055434934,2.34429804979115,2.57483494525776,2.14775516749964,2.55978394134407,3.15170433479548,2.97110329154501,1.67870021202916,3.49199003021347,3.27224111147868,1.79297642015746,2.62588320957057,1.81487968236025,2.80189455503461,3.85897347954999
59.0335034815094,-0.294016877118483,1.16896412428382,2.96386440964685,2.82700543901489,2.15578720050064,2.08489900228357,2.60184820226803,2.73089986967119,2.42753010863577,1.43149506273646,0.939921024930683,2.55145750437539,2.97150920049842,1.76612426619268,1.07283504522458
48.3436424845625,0.770045366809064,1.59245925188262,3.32837075193707,2.69874772540652,2.13448025351581,3.50141093065928,3.15439945034627,2.84510840374284,2.88165678131132,2.14112003404128,1.87997688562007,2.89064520868224,3.2127166835943,2.06698324489013,2.29910485058628
49.3554942772259,0.709556636678772,2.67515522668893,2.80573111962856,3.07208370277289,1.9240312100313,0.410320922510033,3.8016292434702,3.04046363989639,1.34868979105978,1.85281960521343,2.55858129840282,3.55867878280202,2.8807480635478,0.988358404595595,0.740536696543536
30.9402499405225,0.895993183217897,1.25679078135007,3.73346636156568,2.30031207055171,0.886108348964403,1.20839775946249,3.40947469978463,2.96340336230852,1.38396081904512,2.4134637608469,1.30345852226987,3.36126561534086,2.70079064100789,1.40414528613805,2.83966259952556
42.882792998047,1.1850669750328,1.4357843130419,2.93513414932823,3.48574149622343,2.36427004123351,2.26807295492937,2.67564804445524,3.36236366547339,2.21796388038192,3.11196425194076,1.96012045653652,2.09357248901588,3.08576347934838,2.50978829258346,2.6581176345123
45.4880672677593,0.20454149256888,0.527254449318439,2.70474353937619,3.26177838829692,3.09466029202032,2.70092476617712,3.06030216839119,3.42394135955144,2.77865042636062,1.98641192405947,1.78838255703828,3.45711427012904,2.94501171221202,2.81897991918859,2.02065280564748
55.5721953557293,0.103269455905336,1.3957561589946,3.63712851298987,3.17885224273654,3.30193730337301,2.64513391869365,2.54313987349974,3.66349938501503,2.66412767421267,1.80514504942828,1.30132151071052,3.01735137464492,3.27384369540031,3.28738472057218,2.22007672004447
42.3375389600714,1.06025045456404,1.82161285951676,2.98001024095554,1.6670640545357,2.70743636247713,3.28275493598144,2.8874707620058,2.38622401579689,2.35547289537848,3.17447908164214,1.54853023252446,3.01509141826217,1.71414604211186,3.00043134970457,3.92432033971991
49.2360399858713,1.56335184078331,1.8961274456838,3.01163778805432,1.689077723217,2.71542946428894,3.32726155127502,2.65367671037524,1.84848347955205,2.50693118095053,2.85750060757422,1.76289353577067,3.43240678156389,1.8037752438655,2.93618013042847,2.60133991210879
48.4852879557825,0.550346022929931,1.4071752061054,3.10772956676569,2.25412970839245,3.04536604991499,2.39554134110468,3.01770963365924,2.31473232581604,1.698104346438,1.53239486775595,1.16157096265545,2.95428107480891,2.58754939383635,2.72104989025943,1.11393174661571
45.6074339140175,0.260000323549744,1.65689573494484,2.58681951081966,2.98767107172238,2.84824687026647,2.32743624850093,2.45586090937524,3.07606259313567,1.99223944563235,2.84548665666466,1.02712779791031,1.59322131556835,2.92714884718243,2.6498718632602,3.0402667934592
41.2471374756438,0.884744941033773,0.882852592123771,3.04399631053612,2.18363505430298,2.28197153411797,2.92804312102246,2.86510097694454,2.35925860182781,1.84112430774884,3.01630400093285,0.532860117371515,2.96473409140356,2.31471825801763,2.13471765125083,2.68470117174925
33.9757386524082,-0.459050803185177,1.17258860362219,3.14790660453246,2.6957340638003,2.56251374465263,2.64137717451444,2.86037233672794,2.70135975076984,1.36042789861196,1.69378366736659,1.05428110247807,3.43871504569162,2.61144352074997,1.21009481006804,1.20799692247882
