"PosAFF11","PosAFF21","PosAFF31","NegAFF11","NegAFF21","NegAFF31","PosAFF12","PosAFF22","PosAFF32","NegAFF12","NegAFF22","NegAFF32","PosAFF13","PosAFF23","PosAFF33","NegAFF13","NegAFF23","NegAFF33"
4.5133500747619,4.47063471922272,4.95366206880607,1.57487506580562,1.25857713231322,0.428834931007047,3.78106799740265,3.49786862520855,3.67970431955069,0.901769596709305,0.834533727294095,0.462132747473231,4.05851515612611,3.93345662228392,3.86299165616484,0.829655321098452,0.571756127586312,0.668139066560095
2.96836620528531,3.18602698873478,2.83824484131629,2.06780582547123,2.62693885439682,1.9571096826934,2.89717236348002,3.50128725547798,3.88724456415195,1.90695990812318,2.00176014317121,1.85772890251912,3.98857249784231,3.77813436854397,3.49845664803466,1.68424174697972,1.78604683178358,1.71989847065329
3.78975356434123,4.4280217825209,3.40279061817665,1.05378505392699,1.5363330931021,1.11723414344006,3.98676515635579,3.67135411021218,3.16222711106647,1.65855224180974,1.46623807246607,1.16804406356936,3.55857334138134,3.58728179782567,3.33489131363627,1.88717899596115,1.75226376470162,1.50541947915661
3.49570417859498,3.54485105978968,2.97876488055582,1.45047393641692,1.28595296831874,1.3189724264647,1.93181497264198,1.843401599949,2.01310090150409,1.93258137147486,2.18776045427925,2.33617588019621,2.08386062617872,1.80817873648939,2.17366528640652,1.63174122201558,1.68955843778702,1.73504245824626
3.93357439443238,3.87655955884924,4.10831524232261,1.53874591097634,1.91500109910326,1.45866036548872,3.48524129530938,2.98159902195094,3.03956082743026,0.974459839869323,1.36773039190949,1.23338384036949,3.75902036570729,2.89792112518274,2.97621938651847,1.22885539162251,1.65124446953001,0.962198396243974
3.31532731486305,3.17018514031528,3.57551140040969,1.55370088033618,1.10415883339861,1.40611998438598,3.99585597845542,3.57346495057037,3.46376021566995,0.961187334843894,0.89176001710733,0.830066814012166,3.67923025142554,3.20166334103022,3.51607381859523,1.18718095469898,1.87046175080301,1.72086224845915
2.59140469824135,2.12353108176033,2.39069597157281,2.40976602609358,1.92347397746155,2.1172232980887,2.39008548223045,1.57587373538653,2.29624580749127,2.09589576880469,1.99103777131998,1.83185373993633,2.08087519269162,2.21239424220644,2.60938904459188,1.85770833677318,1.81928723357301,1.52179366115811
2.4994828515449,2.03711146261788,2.18327430402386,2.20955539042352,2.50115687575466,1.49440162838276,2.62520847728282,2.08501356616616,2.24436111369191,2.30075816683624,1.91008554525262,1.91498750529702,3.70589361673216,3.09162650793863,3.45849538828566,2.0868943837107,1.297435798046,1.64084150445829
2.60568935724781,2.31409255220679,2.70438239152853,0.916496557107298,1.27431476561808,1.41349650826893,3.25743674059907,3.28109416810883,3.33714010709388,1.09784608886382,0.757867082130786,0.892637666748163,3.13966046621653,3.79978195025523,3.3674148441069,0.848760205167859,1.23580434112905,1.42253816934997
2.79485793719519,2.85055542102138,2.33222500161122,1.86643869414594,1.67167389753364,1.44735849474416,3.56351122979327,3.99405846145086,3.27799613537721,0.702686720015754,0.612336711405198,0.780601361707551,3.15428458929484,2.7922278181106,3.25839449634963,1.22526793968063,1.28061698140154,1.29296631150274
